Player,Picture,Squad,Squad_picture,Pos,DPos,contribution,Annual Wages,Squad Annual Wages,Con_color,Con_longitude,Pos_Order,DPos_Order,90s,Aerials Won %,Blocks Contribution,Clearance Contribution,Interception Contribution,Pass Completion %,Crosses Completed,Progressive Carries,Tackles Contribution,Touches in Attacking Third,Carries into Final Third,Ball Recoveries,Progressive Passes,Key Passes,Tackles Won,Shot-Creating Actions,xA,Assists,Goals,Progressive Passes Received,xG,xG-G,all_con%,all_latitude,all_longitude,Clean Sheets Contribution,Launch %,PSxG-GA,Pass Completion Contribution,Save%,posrank,dposrank,allposrank,alldposrank
Adam Armstrong,https://fbref.com/req/202302030/images/headshots/68c720b5_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d4.png,FW,ST,1.355,3810307,74031458,29.7719617475103,46.1430656934307,1,1,13.9,,,,,,,,,,13,,,,,,,2,2,79,3.3,-1.3,,20°N-35°N,9.400987449,,,,,,1,1,22,12
Cameron Archer,https://fbref.com/req/202302030/images/headshots/05e8ca6d_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d5.png,FW,ST,0.86,2540205,74031458,18.5820444619996,28.8,1,1,14.8,,,,,,,,,,9,,,,,,,0,2,62,5.1,-3.1,,40°N-60°N,6.159995004,,,,,,5,3,59,21
Paul Onuachu,https://fbref.com/req/202302030/images/headshots/c06d1086_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d6.png,FW,ST,1.258,1905153,74031458,27.5791900774203,42.7445255474452,1,1,10.9,,,,,,,,,,5,,,,,,,1,4,39,3.3,0.7,,40°N-60°N,9.142571661,,,,,,3,2,30,13
Ross Stewart,https://fbref.com/req/202302030/images/headshots/18986367_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d7.png,FW,ST,0.104,1270102,74031458,1.49198897140143,2.31240875912408,1,1,2,,,,,,,,,,0,,,,,,,0,0,5,0.1,-0.1,,60°N-70°N,1.50770988,,,,,,10,4,136,52
Ben Brereton,0,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d8.png,FW,LW,0.72,2222679,74031458,15.4172193711481,20.6198034769463,1,2,5,,,,,,,,,,13,,,,,,,0,0,42,0.9,-0.9,,60°N-70°N,19.4671741198859,,,,,,6,3,76,26
Kamaldeen Sulemana,https://fbref.com/req/202302030/images/headshots/a62f8bf1_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d9.png,FW,LW,1.171,2540205,74031458,25.6124773423912,34.2554799697657,1,2,11.6,,,,,,,,,,34,,,,,,,1,1,69,1.2,-0.2,,40°N-60°N,10.1789323949989,,,,,,4,2,33,10
Maxwel Cornet,https://fbref.com/req/202302030/images/headshots/beb391dd_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d10.png,FW,LW,0.35,4127832,74031458,7.05303877389765,9.43310657596372,1,2,0.8,,,,,,,,,,0,,,,,,,0,0,5,0.2,-0.2,,35°N-40°N,8.34410519277913,,,,,,7,4,118,38
Ryan Fraser,https://fbref.com/req/202302030/images/headshots/d56543a0_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d11.png,FW,LW,0.34,2540205,74031458,6.82697983883683,9.1307634164777,1,2,3.4,,,,,,,,,,5,,,,,,,0,0,18,0,0,,60°N-70°N,8.62036156041868,,,,,,8,5,121,39
Samuel Amo-Ameyaw,https://fbref.com/req/202302030/images/headshots/9eedf0e0_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d12.png,FW,LW,0.3,317526,74031458,5.92274409859354,7.92139077853363,1,2,0.3,,,,,,,,,,0,,,,,,,0,0,3,0,0,,35°N-40°N,7.00690884778246,,,,,,9,6,127,42
Samuel Edozie,https://fbref.com/req/202302030/images/headshots/007414dd_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d13.png,FW,LW,1.316,952577,74031458,28.8903319007731,38.6394557823129,1,2,0.7,,,,,,,,,,2,,,,,,,0,0,23,0,0,,40°N-60°N,11.4816201242794,,,,,,2,1,25,6
Albert Grønbaek,0,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d14.png,MF,CM,0.176,1236720,74031458,6.19698864849286,8.25950737908179,2,1,1.6,,,,,,,,,,0,,1,1,,2,0,,,,,,,5°S-5°N,2.650732202521663,,,,,,8,6,123,63
Carlos Alcaraz,https://fbref.com/req/202302030/images/headshots/4abac767_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d15.png,MF,CM,1.031,1374134,74031458,16.1089739175445,21.4704587160659,2,1,2.55,,,,,,,,,,7.5,,15,5,,11.5,0.2,,,,,,,20°S-5°S,4.612205810916278,,,,,,3,2,60,27
Flynn Downes,https://fbref.com/req/202302030/images/headshots/69fdb896_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d16.png,MF,CM,0.779,1905153,74031458,13.1875466803503,17.5767046377969,2,1,18.9,,,,,,,,,,20,,56,14,,28,1.2,,,,,,,5°S-5°N,5.640909906517901,,,,,,6,4,85,42
Joe Aribo,https://fbref.com/req/202302030/images/headshots/328f7d51_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d17.png,MF,CM,0.941,4445358,74031458,15.065607047118,20.0798322595412,2,1,21.2,,,,,,,,,,28,,71,16,,37,1.2,,,,,,,20°S-5°S,4.313476495980986,,,,,,4,3,67,31
Mateus Fernandes,0,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d18.png,MF,CM,1.965,1270102,74031458,26.936803439526,35.9020710537771,2,1,27.8,,,,,,,,,,64,,127,30,,68,2.9,,,,,,,20°S-5°S,7.712352257022564,,,,,,2,1,20,7
William Smallbone,https://fbref.com/req/202302030/images/headshots/5e105217_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d19.png,MF,CM,0.723,1587628,74031458,12.5383406276405,16.7114259537371,2,1,6.8,,,,,,,,,,8,,23,9,,15,0.8,,,,,,,5°S-5°N,5.363215128037338,,,,,,7,5,93,46
Adam Lallana,https://fbref.com/req/202302030/images/headshots/99813635_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d20.png,MF,CAM,0.803,2857730,74031458,13.4657778457974,120,2,2,4,,,,,,,,,,8,,24,4,,9,0.5,,,,,,,5°S-5°N,9.82518675413112,,,,,,5,1,81,25
Lesley Ugochukwu,https://fbref.com/req/202302030/images/headshots/1df4a109_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d21.png,MF,CDM,6.829,2857730,74031458,30.9475508250553,120,2,3,15.1,,25,,12,84.7,,,,,,56,47,13,22,,,,,,,,,5°N-20°N,13.92328428434694,,,,,,1,1,12,6
Armel Bella Kotchap,https://fbref.com/req/202302030/images/headshots/a39d11bc_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d22.png,DF,CB,1.552,952577,74031458,16.7357056122514,16.1384076524927,3,1,3.7,54.5,2,21,5,90.2,,,,,,,,,,,,,,,,,,40°S-60°S,2.736471617945511,,,,,,4,3,79,40
Jack Stephens,https://fbref.com/req/202302030/images/headshots/6adbc307_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d23.png,DF,CB,0.803,2857730,74031458,11.7313382210295,11.3126463207889,3,1,11.9,50,11,40,11,92,,,,,,,,,,,,,,,,,,20°S-25°S,5.157070558506828,,,,,,9,5,147,85
Jan Bednarek,https://fbref.com/req/202302030/images/headshots/4115ce4e_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d24.png,DF,CB,1.736,4445358,74031458,17.9650829153019,17.3239084335788,3,1,25.1,66.7,43,163,52,92.5,,,,,,,,,,,,,,,,,,40°S-60°S,2.937488304991019,,,,,,3,2,68,30
Ronnie Edwards,https://fbref.com/req/202302030/images/headshots/be90c4b0_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d25.png,DF,CB,22.5,952577,74031458,61.5674643656922,59.3701192578633,3,1,0.1,0,1,0,0,100,,,,,,,,,,,,,,,,,,40°S-60°S,10.06695640620339,,,,,,1,1,3,2
Taylor Harwood-Bellis,https://fbref.com/req/202302030/images/headshots/47327321_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d26.png,DF,CB,1.508,476288,74031458,16.441724083261,15.8549183352764,3,1,27.5,58.1,57,120,30,88.2,,,,,,,,,,,,,,,,,,40°S-60°S,2.688402410173741,,,,,,5,4,82,42
Charlie Taylor,https://fbref.com/req/202302030/images/headshots/cc2d7ad5_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d27.png,DF,LB,0.454,1905153,74031458,9.03293544682995,31.5282492725931,3,2,3,,,,,,9,3,7,3,,,,,,,,,,,,,,20°S-25°S,10.08988335428857,,,,,,10,3,168,33
Ryan Manning,0,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d28.png,DF,LB,0.698,952577,74031458,12.2284331456874,42.6817052662295,3,2,14.2,,,,,,72,12,28,13,,,,,,,,,,,,,,35°S-40°S,15.68509341508688,,,,,,8,2,141,26
Welington,0,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d29.png,DF,LB,0.766,1030600,74031458,13.1189816847133,45.7900454611774,3,2,2.4,,,,,,10,3,13,3,,,,,,,,,,,,,,35°S-40°S,16.82737688336726,,,,,,7,1,123,24
James Bree,https://fbref.com/req/202302030/images/headshots/c07b7c5c_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d30.png,DF,RB,0.439,635051,74031458,8.83649091616248,22.0368829038914,3,3,9.9,,,,,,24,9,15,11,,,,,,,,,,,,,,35°S-40°S,8.920777647999548,,,,,,11,3,169,41
Kyle Walker-Peters,https://fbref.com/req/202302030/images/headshots/984a5a64_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d31.png,DF,RB,1.736,1270102,74031458,25.8223946678762,64.3971790378056,3,3,30.4,,,,,,51,110,43,68,,,,,,,,,,,,,,25°S-35°S,12.34562432730661,,,,,,2,1,29,13
Yukinari Sugawara,https://fbref.com/req/202302030/images/headshots/580bcd18_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d32.png,DF,RB,0.792,2540205,74031458,13.4594855378702,33.5659380583029,3,3,16.3,,,,,,69,32,29,15,,,,,,,,,,,,,,20°S-25°S,11.39970091946995,,,,,,6,2,116,30
Joe Lumley,https://fbref.com/req/202302030/images/headshots/bdf3a08e_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d33.png,GK,GK,2.362,635051,74031458,14.120602421823,133.748180395906,4,0,3,,,,,,,,,,,,,,,,,,,,,,,70°S-90°S,14.48539039215782,0,34.1,0.7,15,65,1,1,22,22
Alex McCarthy,https://fbref.com/req/202302030/images/headshots/36c2ca73_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d34.png,GK,GK,1.593,2540205,74031458,9.86034723848178,93.395696714792,4,0,5,,,,,,,,,,,,,,,,,,,,,,,70°S-90°S,10.11507688446087,0,33.3,-0.4,24,70.3,3,3,36,36
Aaron Ramsdale,https://fbref.com/req/202302030/images/headshots/466fb2c5_2022.jpg,Southampton,https://cdn.ssref.net/req/202505011/tlogo/fb/33c895d35.png,GK,GK,2.345,7620614,74031458,14.0264225283031,132.856122889302,4,0,25,,,,,,,,,,,,,,,,,,,,,,,60°S-70°S,11.84695742910219,2,43,-3.4,165,67.7,2,2,23,23
Dane Scarlett,https://fbref.com/req/202302030/images/headshots/21945a9e_2022.jpg,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca564.png,FW,ST,1.025,515300,138478333,22.3120168905032,42.4668339906777,1,1,0.4,,,,,,,,,,0,,,,,,,1,0,1,0,0,,20°N-35°N,7.045386949,,,,,,2,1,43,16
Dominic Solanke,https://fbref.com/req/202302030/images/headshots/e77dc3b2_2022.jpg,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca565.png,FW,ST,0.699,5715460,138478333,14.9424956075203,28.4403011832198,1,1,22.5,,,,,,,,,,20,,,,,,,3,7,85,9.9,-2.9,,35°N-40°N,14.00423729,,,,,,6,3,80,31
Mathys Tel,https://fbref.com/req/202302030/images/headshots/829aa60c_2022.jpg,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca566.png,FW,ST,0.44,5496535,138478333,9.08756918944505,17.2965220509143,1,1,4.5,,,,,,,,,,11,,,,,,,0,2,35,1.8,0.2,,60°N-70°N,9.183323815,,,,,,8,4,116,46
Richarlison,https://fbref.com/req/202302030/images/headshots/fa031b34_2022.jpg,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca567.png,FW,ST,0.715,5715460,138478333,15.3041899036177,29.1287199713159,1,1,3.3,,,,,,,,,,8,,,,,,,1,3,17,2.1,0.9,,40°N-60°N,5.07337788,,,,,,5,2,77,28
Will Lankshear,0,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca568.png,FW,ST,0.1,171767,138478333,1.4015653973771,2.66762280387235,1,1,0.1,,,,,,,,,,0,,,,,,,0,0,1,0,0,,35°N-40°N,1.313559322,,,,,,11,5,137,53
Mikey Moore,0,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca569.png,FW,LW,0.431,343533,138478333,8.88411614789031,20.09373669,1,2,2.1,,,,,,,,,,3,,,,,,,1,0,30,0.2,-0.2,,60°N-70°N,11.2178877259753,,,,,,9,3,117,37
Son Heung-min,https://fbref.com/req/202302030/images/headshots/92e7e919_2022.jpg,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca570.png,FW,LW,1.122,12065972,138478333,24.5047885605931,55.4239454622923,1,2,22.3,,,,,,,,,,45,,,,,,,9,7,259,7,0,,40°N-60°N,9.73871378303511,,,,,,1,1,36,12
Timo Werner,https://fbref.com/req/202302030/images/headshots/49fe9070_2022.jpg,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca571.png,FW,LW,0.655,10478344,138478333,13.9478362932527,31.5466553046442,1,2,5.7,,,,,,,,,,24,,,,,,,3,0,89,1,-1,,60°N-70°N,17.6117982873453,,,,,,7,2,84,28
Wilson Odobert,https://fbref.com/req/202302030/images/headshots/35516eac_2022.jpg,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca572.png,FW,LW,0.291,1587628,138478333,5.7192910570388,12.9356625479335,1,2,5,,,,,,,,,,17,,,,,,,0,0,40,0.7,-0.7,,35°N-40°N,6.76621350568305,,,,,,10,4,129,44
Brennan Johnson,https://fbref.com/req/202302030/images/headshots/0cd31129_2022.jpg,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca573.png,FW,RW,0.894,4445358,138478333,19.3506448412064,59.6169471851422,1,3,21.9,,,,,,,,,,20,,,,,,,3,11,186,9.8,1.2,,40°N-60°N,10.38729901911213,,,,,,4,2,55,14
Dejan Kulusevski,https://fbref.com/req/202302030/images/headshots/df3cda47_2022.jpg,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca574.png,FW,RW,0.905,6985563,138478333,19.5993096697733,60.3830528148578,1,3,24.1,,,,,,,,,,66,,,,,,,4,7,201,4.1,2.9,,20°N-35°N,9.76442984514311,,,,,,3,1,53,13
Archie Gray,https://fbref.com/req/202302030/images/headshots/f58515f5_2022.jpg,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca575.png,MF,CM,0.192,4762884,138478333,6.38247609212423,16.6614187749366,2,1,15,,,,,,,,,,5,,31,2,,5,0.2,,,,,,,5°S-5°N,2.730073567801824,,,,,,6,4,121,62
Lucas Bergvall,0,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca576.png,MF,CM,0.692,952577,138478333,12.1789587056047,31.7931047931594,2,1,12.4,,,,,,,,,,21,,48,11,,21,0.8,,,,,,,5°S-5°N,5.209491232806991,,,,,,5,3,95,47
Pape Matar Sarr,https://fbref.com/req/202302030/images/headshots/feb5d972_2022.jpg,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca577.png,MF,CM,0.833,4445358,138478333,13.8135668026062,36.0602402502982,2,1,16.8,,,,,,,,,,28,,75,14,,38,0.6,,,,,,,5°S-5°N,5.908687014338468,,,,,,3,1,74,35
Rodrigo Bentancur,https://fbref.com/req/202302030/images/headshots/3b8674e6_2022.jpg,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca578.png,MF,CM,0.814,4762884,138478333,13.5933004632939,35.4852361816057,2,1,15.9,,,,,,,,,,22,,89,9,,41,0.9,,,,,,,5°N-20°N,3.831432350430036,,,,,,4,2,78,38
James Maddison,https://fbref.com/req/202302030/images/headshots/ee38d9c5_2022.jpg,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca579.png,MF,CAM,2.23,10795869,138478333,30.0089392246707,120,2,2,19.6,,,,,,,,,,39,,160,39,,92,5.8,,,,,,,5°N-20°N,14.48444038374541,,,,,,2,1,13,4
Yves Bissouma,https://fbref.com/req/202302030/images/headshots/6c203af0_2022.jpg,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca580.png,MF,CDM,7.162,3492781,138478333,32.6891032916001,120,2,3,13.4,,7,,14,89.4,,,,,,71,71,6,28,,,,,,,,,20°S-5°S,14.82852961635034,,,,,,1,1,10,5
Cristian Romero,https://fbref.com/req/202302030/images/headshots/a3d94a58_2022.jpg,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca581.png,DF,CB,1.604,10478344,138478333,17.0831383283309,30.0823587290816,3,1,15.2,60.6,18,55,21,89.1,,,,,,,,,,,,,,,,,,25°S-35°S,4.031073557899979,,,,,,3,2,71,33
Kevin Danso,https://fbref.com/req/202302030/images/headshots/6e33125f_2022.jpg,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca582.png,DF,CB,1.963,1717667,138478333,19.4817603489566,34.3061849776974,3,1,3.9,53.8,4,22,2,90.9,,,,,,,,,,,,,,,,,,40°S-60°S,3.18548171781352,,,,,,2,1,55,22
Micky van de Ven,https://fbref.com/req/202302030/images/headshots/8fe2a392_2022.jpg,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca583.png,DF,CB,1.267,3175256,138478333,14.8315070722003,26.1173742004368,3,1,10.1,52.9,9,34,9,90.9,,,,,,,,,,,,,,,,,,35°S-40°S,7.340759139422585,,,,,,6,4,99,54
Radu Drăgușin,https://fbref.com/req/202302030/images/headshots/620922ed_2022.jpg,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca584.png,DF,CB,1.554,5397935,138478333,16.7490684090237,29.4940820927842,3,1,13.9,60,22,49,15,85.2,,,,,,,,,,,,,,,,,,40°S-60°S,2.738656581935135,,,,,,4,3,77,38
Ben Davies,https://fbref.com/req/202302030/images/headshots/44781702_2022.jpg,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca585.png,DF,LB,0.177,5080409,138478333,5.40525978050403,18.4860773350503,3,2,10,,,,,,2,7,10,5,,,,,,,,,,,,,,20°S-25°S,6.037731699284226,,,,,,9,3,177,37
Destiny Udogie,https://fbref.com/req/202302030/images/headshots/7cd520e8_2022.jpg,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca586.png,DF,LB,1.013,4762884,138478333,16.3537682897043,55.9301564771001,3,2,19.4,,,,,,19,51,71,38,,,,,,,,,,,,,,40°S-60°S,6.88479078000447,,,,,,5,1,84,19
Sergio Reguilón,https://fbref.com/req/202302030/images/headshots/3353737a_2022.jpg,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca587.png,DF,LB,0.782,3365771,138478333,13.3285225174253,45.5837661878495,3,2,1.4,,,,,,10,4,4,2,,,,,,,,,,,,,,20°S-25°S,14.88809903241656,,,,,,8,2,119,22
Djed Spence,https://fbref.com/req/202302030/images/headshots/9bc9a519_2022.jpg,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca588.png,DF,RB,0.869,3175256,138478333,14.4679007952966,44.3598559208059,3,3,14.8,,,,,,19,45,38,38,,,,,,,,,,,,,,35°S-40°S,14.60590264310564,,,,,,7,2,103,27
Pedro Porro,https://fbref.com/req/202302030/images/headshots/27d0a506_2022.jpg,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca589.png,DF,RB,1.648,5397935,138478333,24.6699200879604,75.6401440791941,3,3,26.4,,,,,,168,58,61,37,,,,,,,,,,,,,,40°S-60°S,7.755835764956497,,,,,,1,1,30,14
Brandon Austin,https://fbref.com/req/202302030/images/headshots/5e253986_2022.jpg,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca590.png,GK,GK,6.925,952577,138478333,39.3995938413106,199.37599001338,4,0,1,,,,,,,,,,,,,,,,,,,,,,,70°S-90°S,40.41743270115825,0,38.5,0.2,3,50,1,1,4,4
Fraser Forster,https://fbref.com/req/202302030/images/headshots/c3e39f12_2022.jpg,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca591.png,GK,GK,1.454,4762884,138478333,9.09028810911321,46.0000983401257,4,0,7,,,,,,,,,,,,,,,,,,,,,,,60°S-70°S,7.677813500173134,1,21.3,1.5,11,69,3,3,39,39
Antonín Kinský,0,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca592.png,GK,GK,2.382,1374134,138478333,14.2314022965523,72.015968834145,4,0,4,,,,,,,,,,,,,,,,,,,,,,,60°S-70°S,12.02008686273901,1,23.8,-0.5,12,56.3,2,2,21,21
Guglielmo Vicario,https://fbref.com/req/202302030/images/headshots/77d6fd4d_2022.jpg,Tottenham,https://cdn.ssref.net/req/202505011/tlogo/fb/361ca593.png,GK,GK,1.333,4762884,138478333,8.41994886700101,42.6079428123495,4,0,20,,,,,,,,,,,,,,,,,,,,,,,60°S-70°S,7.111633460442031,4,8.2,4.7,18,69.9,4,4,41,41
Luis Guilherme,0,West Ham,https://cdn.ssref.net/req/202505011/tlogo/fb/7c21e445.png,MF,CAM,0.837,1587628,119206107,13.859938663514,27.7247546792918,1,0,1.5,,,,,,,,,,3,,,,,,,,,,,,,5°N-20°N,6.689788459066714,,,,,,6,3,85,23
Danny Ings,https://fbref.com/req/202302030/images/headshots/07802f7f_2022.jpg,West Ham,https://cdn.ssref.net/req/202505011/tlogo/fb/7c21e446.png,FW,ST,1.473,7938139,119206107,32.439457181228,47.7405045744386,1,1,3.2,,,,,,,,,,0,,,,,,,2,1,29,2.3,-1.3,,20°N-35°N,10.24329308,,,,,,2,1,16,8
Evan Ferguson,https://fbref.com/req/202302030/images/headshots/4596da74_2022.jpg,West Ham,https://cdn.ssref.net/req/202505011/tlogo/fb/7c21e447.png,FW,ST,0.461,2061201,119206107,9.56229295307278,14.072636540061,1,1,2.15,,,,,,,,,,1,,,,,,,0,0.5,7.5,0.55,-0.05,,60°N-70°N,9.663049686,,,,,,7,4,112,44
Michail Antonio,https://fbref.com/req/202302030/images/headshots/ac05f970_2022.jpg,West Ham,https://cdn.ssref.net/req/202505011/tlogo/fb/7c21e448.png,FW,ST,0.781,5397935,119206107,16.7961788750191,24.7186027169393,1,1,9.3,,,,,,,,,,13,,,,,,,1,1,59,2.2,-1.2,,40°N-60°N,5.567976019,,,,,,5,3,71,26
Niclas Füllkrug,https://fbref.com/req/202302030/images/headshots/4f16405e_2022.jpg,West Ham,https://cdn.ssref.net/req/202505011/tlogo/fb/7c21e449.png,FW,ST,1.044,5715460,119206107,22.7415288671187,33.4682561685611,1,1,6,,,,,,,,,,3,,,,,,,2,3,21,1.9,1.1,,40°N-60°N,7.538874664,,,,,,3,2,41,15
Crysencio Summerville,https://fbref.com/req/202302030/images/headshots/df04eb4b_2022.jpg,West Ham,https://cdn.ssref.net/req/202505011/tlogo/fb/7c21e450.png,FW,LW,0.846,1905153,119206107,18.2655619529144,120,1,2,8.7,,,,,,,,,,15,,,,,,,1,1,71,1.6,-0.6,,40°N-60°N,7.25911507074938,,,,,,4,1,63,22
Jarrod Bowen,https://fbref.com/req/202302030/images/headshots/79c84d1c_2022.jpg,West Ham,https://cdn.ssref.net/req/202505011/tlogo/fb/7c21e451.png,FW,RW,2.371,9525767,119206107,52.7395495496898,120,1,3,28.2,,,,,,,,,,41,,,,,,,5,9,176,7.4,1.6,,20°N-35°N,26.27498826841857,,,,,,1,1,2,1
Andy Irving,https://fbref.com/req/202302030/images/headshots/b1be9fc0_2022.jpg,West Ham,https://cdn.ssref.net/req/202505011/tlogo/fb/7c21e452.png,MF,CM,0.461,317526,119206107,9.50098373817673,31.9652660277239,2,1,1.8,,,,,,,,,,1,,9,1,,5,0.1,,,,,,,5°S-5°N,4.064000271574634,,,,,,5,3,110,58
Carlos Soler,https://fbref.com/req/202302030/images/headshots/fed17f5a_2022.jpg,West Ham,https://cdn.ssref.net/req/202505011/tlogo/fb/7c21e453.png,MF,CM,0.813,5080409,119206107,13.581707498067,45.6945201939433,2,1,15,,,,,,,,,,16,,52,14,,46,1.3,,,,,,,5°S-5°N,5.809510307738266,,,,,,3,1,79,39
James Ward-Prowse,https://fbref.com/req/202302030/images/headshots/3515d404_2022.jpg,West Ham,https://cdn.ssref.net/req/202505011/tlogo/fb/7c21e454.png,MF,CM,0.727,7901269,119206107,12.5847124885483,42.3402137783329,2,1,6.4,,,,,,,,,,7.5,,29.5,8,,16,0.85,,,,,,,5°S-5°N,5.38305046935738,,,,,,4,2,92,45
Lucas Paquetá,https://fbref.com/req/202302030/images/headshots/9b6f7fd5_2022.jpg,West Ham,https://cdn.ssref.net/req/202505011/tlogo/fb/7c21e455.png,MF,CAM,1.665,9525767,119206107,23.4589138714377,46.9260830021124,2,2,24.1,,,,,,,,,,30,,129,34,,75,3.2,,,,,,,5°N-20°N,11.32293403956487,,,,,,1,1,37,14
Mohammed Kudus,https://fbref.com/req/202302030/images/headshots/b62878a5_2022.jpg,West Ham,https://cdn.ssref.net/req/202505011/tlogo/fb/7c21e456.png,MF,CAM,1.597,5715460,119206107,22.6705922360044,45.3491623185958,2,2,24.9,,,,,,,,,,55,,71,27,,94,2.4,,,,,,,20°S-5°S,10.9284444980557,,,,,,2,2,39,15
Edson Álvarez,https://fbref.com/req/202302030/images/headshots/8b3ab7ad_2022.jpg,West Ham,https://cdn.ssref.net/req/202505011/tlogo/fb/7c21e457.png,MF,CDM,2.5,6350511,119206107,8.30736875997223,46.7037072878772,2,3,18.1,,21,,16,85.7,,,,,,78,75,11,23,,,,,,,,,5°S-5°N,5.236069291536402,,,,,,6,1,114,31
Guido Rodríguez,https://fbref.com/req/202302030/images/headshots/34e393f2_2022.jpg,West Ham,https://cdn.ssref.net/req/202505011/tlogo/fb/7c21e458.png,MF,CDM,1.94,4762884,119206107,5.3786318792962,30.2384613176525,2,3,11.3,,21,,12,84.1,,,,,,46,31,3,16,,,,,,,,,5°S-5°N,3.390109435054845,,,,,,8,3,125,37
Tomáš Souček,https://fbref.com/req/202302030/images/headshots/6613c819_2022.jpg,West Ham,https://cdn.ssref.net/req/202505011/tlogo/fb/7c21e459.png,MF,CDM,2.376,5715460,119206107,7.65886273639396,43.0578313944703,2,3,24,,33,,15,73.4,,,,,,50,66,14,18,,,,,,,,,5°S-5°N,4.827321037601219,,,,,,7,2,118,33
