Player,Picture,Squad,Squad_picture,Pos,DPos,contribution,Annual Wages,Squad Annual Wages,Con_color,Con_longitude,Pos_Order,DPos_Order,90s,Aerials Won %,Blocks Contribution,Clearance Contribution,Interception Contribution,Pass Completion %,Crosses Completed,Progressive Carries,Tackles Contribution,Touches in Attacking Third,Carries into Final Third,Ball Recoveries,Progressive Passes,Key Passes,Tackles Won,Shot-Creating Actions,xA,Assists,Goals,Progressive Passes Received,xG,xG-G,all_con%,all_latitude,all_longitude,Clean Sheets Contribution,Launch %,PSxG-GA,Pass Completion Contribution,Save%,posrank,dposrank,allposrank,alldposrank
Jake O'Brien,https://fbref.com/req/202302030/images/headshots/25f2ef01_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd44cc.png,DF,CB,0.738,2222679,94368638,11.2970473259301,11.3342052188901,3,1,13.5,58.5,14.0,75.0,3.0,75.4,,,,,,,,,,,,,,,,,,,,,,,,,8,5,155,90
James Tarkowski,https://fbref.com/req/202302030/images/headshots/15ea812b_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd45cc.png,DF,CB,1.944,6350511,94368638,19.3548137796198,19.4184750247165,3,1,32.5,75.6,57.0,213.0,41.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,4,2,56,23
Jarrad Branthwaite,https://fbref.com/req/202302030/images/headshots/c1949191_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd46cc.png,DF,CB,1.211,2222679,94368638,14.4573487625763,14.5049014196827,3,1,24.1,58.5,28.0,172.0,23.0,81.2,,,,,,,,,,,,,,,,,,,,,,,,,5,3,104,56
Mason Holgate,https://fbref.com/req/202302030/images/headshots/d0042ab9_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd47cc.png,DF,CB,23.901,4765042,94368638,61.7371103108508,61.9401740734789,3,1,0.1,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Michael Keane,https://fbref.com/req/202302030/images/headshots/c5b7c315_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd48cc.png,DF,CB,0.957,5080409,94368638,12.7602735724957,12.8022442632317,3,1,9.5,60.0,11.0,55.0,10.0,81.6,,,,,,,,,,,,,,,,,,,,,,,,,7,4,133,77
Ashley Young,https://fbref.com/req/202302030/images/headshots/be927d03_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd49cc.png,DF,LB,1.596,2540205,94368638,23.9889123816465,54.89070136186,3,2,17.6,,,,,,63.0,19.0,50.0,24.0,,,,,,,,,,,,,,,,,,,,,3,2,32,9
Vitaliy Mykolenko,https://fbref.com/req/202302030/images/headshots/30d4a2e5_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd50cc.png,DF,LB,1.937,3683297,94368638,28.4547513788203,65.10929863814,3,2,29.2,,,,,,80.0,29.0,54.0,23.0,,,,,,,,,,,,,,,,,,,,,2,1,19,6
Nathan Patterson,https://fbref.com/req/202302030/images/headshots/230f0471_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd51cc.png,DF,RB,0.854,1778143,94368638,14.2714562646291,78.1420148511687,3,3,2.3,,,,,,7.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,6,1,106,28
Séamus Coleman,https://fbref.com/req/202302030/images/headshots/0420d84f_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd52cc.png,DF,RB,0.348,3492781,94368638,7.64472743011317,41.8579851488313,3,3,2.2,,,,,,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,9,2,173,44
Jordan Pickford,https://fbref.com/req/202302030/images/headshots/4806ec67_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd53cc.png,GK,GK,4.0,7938139,94368638,23.1951121621519,360.0,4,0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,50.1,1.9,272.0,70.8,1,1,8,8
Raúl Jiménez,https://fbref.com/req/202302030/images/headshots/b561db50_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962109.png,FW,ST,1.368,6350511,90383648,30.0658383630894,74.1291221551324,1,1,21.8,,,,,,,,,,16.0,,,,,,,3.0,10.0,111.0,10.4,-0.4,,,,,,,,,1,1,20,10
Rodrigo Muniz,https://fbref.com/req/202302030/images/headshots/a755db8c_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962110.png,FW,ST,0.861,476288,90383648,18.6046503555057,45.8708778448676,1,1,10.7,,,,,,,,,,4.0,,,,,,,1.0,8.0,31.0,5.8,2.2,,,,,,,,,5,2,58,20
Willian,https://fbref.com/req/202302030/images/headshots/8b9ebd03_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962111.png,FW,LW,0.494,6126483,90383648,10.3082874387735,120.0,1,2,1.8,,,,,,,,,,5.0,,,,,,,0.0,0.0,17.0,0.1,-0.1,,,,,,,,,6,1,108,35
Adama Traoré,https://fbref.com/req/202302030/images/headshots/9a28eba4_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962112.png,FW,RW,1.301,4127832,90383648,28.5512434981819,47.3625,1,3,16.8,,,,,,,,,,39.0,,,,,,,5.0,2.0,138.0,3.8,-1.8,,,,,,,,,2,1,26,6
Harry Wilson,https://fbref.com/req/202302030/images/headshots/c6dc9ecd_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962113.png,FW,RW,0.932,2222679,90383648,20.2096687944375,33.525,1,3,9.3,,,,,,,,,,17.0,,,,,,,1.0,5.0,71.0,3.2,1.8,,,,,,,,,4,3,51,12
Reiss Nelson,https://fbref.com/req/202302030/images/headshots/c5bdb6e3_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962114.png,FW,RW,1.081,6350511,90383648,23.5779469268438,39.1125,1,3,5.4,,,,,,,,,,25.0,,,,,,,1.0,1.0,63.0,1.1,-0.1,,,,,,,,,3,2,39,9
Saša Lukić,https://fbref.com/req/202302030/images/headshots/c6e8cf1f_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962115.png,MF,CM,0.626,4000822,90383648,11.4138230006253,56.9625301579876,2,1,21.8,,,,,,,,,,35.0,,81.0,21.0,,46.0,1.3,,,,,,,,,,,,,,7,2,98,50
Tom Cairney,https://fbref.com/req/202302030/images/headshots/a8748947_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962116.png,MF,CM,0.731,1905153,90383648,12.6310843494562,63.0374698420124,2,1,5.2,,,,,,,,,,15.0,,47.0,9.0,,25.0,1.0,,,,,,,,,,,,,,6,1,91,44
Alex Iwobi,https://fbref.com/req/202302030/images/headshots/6ca5ec4b_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962117.png,MF,CAM,1.791,5080409,90383648,24.9196274900348,54.058053809649,2,2,28.4,,,,,,,,,,91.0,,181.0,52.0,,111.0,6.3,,,,,,,,,,,,,,3,1,31,12
Andreas Pereira,https://fbref.com/req/202302030/images/headshots/6639e500_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962118.png,MF,CAM,1.149,3175256,90383648,17.4769438143259,37.9126682178875,2,2,19.4,,,,,,,,,,33.0,,97.0,53.0,,95.0,4.0,,,,,,,,,,,,,,4,2,54,19
Emile Smith Rowe,https://fbref.com/req/202302030/images/headshots/17695062_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962119.png,MF,CAM,0.756,3810307,90383648,12.9209084801302,28.0292779724635,2,2,20.3,,,,,,,,,,38.0,,116.0,18.0,,63.0,1.7,,,,,,,,,,,,,,5,3,88,27
Harrison Reed,https://fbref.com/req/202302030/images/headshots/803ae100_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962120.png,MF,CDM,8.047,3175256,90383648,37.0717488380403,71.7218699028815,2,3,1.0,,1.0,,1.0,72.2,,,,,,10.0,4.0,1.0,3.0,,,,,,,,,,,,,,,,1,1,6,4
Sander Berge,https://fbref.com/req/202302030/images/headshots/d0b6129f_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962121.png,MF,CDM,5.683,3492781,90383648,24.9540999942433,48.2781300971185,2,3,20.9,,25.0,,20.0,90.9,,,,,,112.0,99.0,17.0,28.0,,,,,,,,,,,,,,,,2,2,30,12
Calvin Bassey,https://fbref.com/req/202302030/images/headshots/a36524bf_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962122.png,DF,CB,2.375,2857730,90383648,22.2344964840479,39.8682169463068,3,1,29.2,55.9,37.0,93.0,16.0,89.4,,,,,,,,,,,,,,,,,,,,,,,,,3,2,38,13
Issa Diop,https://fbref.com/req/202302030/images/headshots/a712ca2b_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962123.png,DF,CB,1.562,4445358,90383648,16.8025195961128,30.1282512506188,3,1,14.9,62.5,10.0,72.0,9.0,87.5,,,,,,,,,,,,,,,,,,,,,,,,,4,3,76,37
Jorge Cuenca,https://fbref.com/req/202302030/images/headshots/0abc51f2_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962124.png,DF,CB,3.221,1587628,90383648,27.8869595187258,50.0035318030744,3,1,2.9,66.7,3.0,21.0,2.0,83.6,,,,,,,,,,,,,,,,,,,,,,,,,2,1,24,8
Antonee Robinson,https://fbref.com/req/202302030/images/headshots/289601e6_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962125.png,DF,LB,2.405,3175256,90383648,34.5838207356453,94.4393552107907,3,2,31.2,,,,,,152.0,109.0,83.0,55.0,,,,,,,,,,,,,,,,,,,,,1,1,10,3
Ryan Sessegnon,https://fbref.com/req/202302030/images/headshots/6aa3e78b_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962126.png,DF,LB,0.479,2857730,90383648,9.36034299794239,25.5606447892093,3,2,2.7,,,,,,3.0,7.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,7,2,166,32
Kenny Tete,https://fbref.com/req/202302030/images/headshots/77d7c96f_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962127.png,DF,RB,0.711,3175256,90383648,12.3986850722659,61.7613831249981,3,3,14.1,,,,,,19.0,33.0,41.0,17.0,,,,,,,,,,,,,,,,,,,,,5,1,139,34
Timothy Castagne,https://fbref.com/req/202302030/images/headshots/197640fd_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962128.png,DF,RB,0.657,4127832,90383648,11.691484761863,58.2386168750019,3,3,17.9,,,,,,37.0,17.0,46.0,15.0,,,,,,,,,,,,,,,,,,,,,6,2,149,36
Bernd Leno,https://fbref.com/req/202302030/images/headshots/2628fd2b_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962129.png,GK,GK,3.953,8255665,90383648,22.9347324565381,360.0,4,0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,23.5,-2.2,115.0,68.2,1,1,10,10
Conor Chaplin,https://fbref.com/req/202302030/images/headshots/4ec55b87_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74092de.png,FW,CAM,1.397,952577,45209002,20.3519991906122,39.2473417564349,1,0,6.9,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,4,2,50,17
Julio Enciso,https://fbref.com/req/202302030/images/headshots/9cfbad36_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74093de.png,FW,CAM,2.152,1030600,45209002,29.1046879369677,56.1262617730185,1,0,4.45,,,,,,,,,,11.5,,,,,,,,,,,,,,,,,,,,2,1,23,5
Ali Al Hamadi,https://fbref.com/req/202302030/images/headshots/8450467d_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74094de.png,FW,ST,0.543,635051,45209002,11.4159762205715,20.3151190077104,1,1,1.5,,,,,,,,,,3.0,,,,,,,0.0,0.0,14.0,0.4,-0.4,,,,,,,,,7,3,104,39
George Hirst,https://fbref.com/req/202302030/images/headshots/78e87179_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74095de.png,FW,ST,0.812,1746391,45209002,17.4969615737076,31.1364398256788,1,1,4.1,,,,,,,,,,1.0,,,,,,,1.0,2.0,23.0,1.2,0.8,,,,,,,,,5,2,66,23
Liam Delap,https://fbref.com/req/202302030/images/headshots/dd897ee7_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74096de.png,FW,ST,1.742,1270102,45209002,38.5204425343641,68.5484411666108,1,1,26.0,,,,,,,,,,42.0,,,,,,,2.0,12.0,101.0,9.0,3.0,,,,,,,,,1,1,8,3
Jack Clarke,https://fbref.com/req/202302030/images/headshots/e16932d8_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74097de.png,FW,LW,0.75,1587628,45209002,16.0953961763305,72.6530612244898,1,2,10.7,,,,,,,,,,17.0,,,,,,,4.0,0.0,47.0,1.0,-1.0,,,,,,,,,6,1,74,25
Nathan Broadhead,0,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74098de.png,FW,LW,0.502,381031,45209002,10.4891345868221,47.3469387755102,1,2,6.7,,,,,,,,,,14.0,,,,,,,0.0,1.0,27.0,1.5,-0.5,,,,,,,,,8,2,106,33
Chiedozie Ogbene,https://fbref.com/req/202302030/images/headshots/788c0277_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74099de.png,FW,RW,0.204,1587628,45209002,3.75257832200965,18.1255686988171,1,3,2.6,,,,,,,,,,2.0,,,,,,,0.0,0.0,15.0,0.0,0.0,,,,,,,,,9,2,131,31
Omari Hutchinson,https://fbref.com/req/202302030/images/headshots/bd9553e6_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74100de.png,FW,RW,0.971,381031,45209002,21.0912986411747,101.874431301183,1,3,24.7,,,,,,,,,,35.0,,,,,,,2.0,3.0,131.0,2.3,0.7,,,,,,,,,3,1,48,11
Jack Taylor,https://fbref.com/req/202302030/images/headshots/48eed8d5_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74101de.png,MF,CM,1.686,635051,45209002,23.7023661412039,56.4708622702998,2,1,6.2,,,,,,,,,,8.0,,37.0,5.0,,18.0,0.7,,,,,,,,,,,,,,1,1,35,12
Jens Cajuste,https://fbref.com/req/202302030/images/headshots/928a4a61_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74102de.png,MF,CM,1.414,2404734,45209002,20.5490795994705,48.9581604186706,2,1,18.8,,,,,,,,,,20.0,,45.0,11.0,,30.0,0.6,,,,,,,,,,,,,,2,2,46,17
Massimo Luongo,https://fbref.com/req/202302030/images/headshots/967ac6e1_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74103de.png,MF,CM,0.169,635051,45209002,6.11583789190413,14.5709773110296,2,1,2.0,,,,,,,,,,0.0,,5.0,0.0,,0.0,0.0,,,,,,,,,,,,,,6,3,124,64
Sammie Szmodics,https://fbref.com/req/202302030/images/headshots/39944392_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74104de.png,MF,CAM,0.743,1587628,45209002,12.7701999321797,24.6263964705466,2,2,10.9,,,,,,,,,,8.0,,18.0,4.0,,9.0,0.5,,,,,,,,,,,,,,4,3,89,28
Kalvin Phillips,https://fbref.com/req/202302030/images/headshots/4f565d77_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74105de.png,MF,CDM,2.809,10306004,45209002,9.92340393163096,46.3083977128126,2,3,13.5,,35.0,,19.0,79.3,,,,,,68.0,49.0,5.0,19.0,,,,,,,,,,,,,,,,5,2,107,27
Sam Morsy,https://fbref.com/req/202302030/images/headshots/a23c0949_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74106de.png,MF,CDM,3.931,1905153,45209002,15.7913374675569,73.6916022871875,2,3,24.9,,27.0,,26.0,86.6,,,,,,127.0,100.0,16.0,32.0,,,,,,,,,,,,,,,,3,1,63,20
Axel Tuanzebe,https://fbref.com/req/202302030/images/headshots/2baec6ce_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74107de.png,DF,CB,0.668,2540205,45209002,10.8293494389,13.8532434153613,3,1,15.1,42.9,13.0,48.0,21.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,10,6,161,94
Ben Godfrey,https://fbref.com/req/202302030/images/headshots/9f7c837d_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74108de.png,DF,CB,3.82,5153002,45209002,31.8891171520261,40.7935587174904,3,1,1.2,100.0,1.0,1.0,2.0,83.6,,,,,,,,,,,,,,,,,,,,,,,,,2,1,13,7
Cameron Burgess,https://fbref.com/req/202302030/images/headshots/da61ca98_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74109de.png,DF,CB,0.777,508041,45209002,11.5576218629897,14.7848723391976,3,1,13.5,66.7,16.0,96.0,11.0,80.6,,,,,,,,,,,,,,,,,,,,,,,,,9,5,151,87
Dara O'Shea,https://fbref.com/req/202302030/images/headshots/1d042188_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74110de.png,DF,CB,1.353,2222679,45209002,15.4061073334087,19.70797564314,3,1,28.7,57.7,56.0,183.0,31.0,77.5,,,,,,,,,,,,,,,,,,,,,,,,,4,2,96,51
Jacob Greaves,0,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74111de.png,DF,CB,0.853,1587628,45209002,12.0654081403367,15.4344484695789,3,1,18.5,60.0,27.0,104.0,17.0,87.4,,,,,,,,,,,,,,,,,,,,,,,,,6,3,143,82
Luke Woolfenden,0,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74112de.png,DF,CB,0.852,476288,45209002,12.0587267419505,15.4259014152318,3,1,11.2,57.7,17.0,60.0,18.0,87.9,,,,,,,,,,,,,,,,,,,,,,,,,7,4,144,83
Conor Townsend,https://fbref.com/req/202302030/images/headshots/4dc4f138_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74113de.png,DF,LB,0.684,952577,45209002,12.0450849170645,31.5204800844595,3,2,3.7,,,,,,12.0,2.0,11.0,2.0,,,,,,,,,,,,,,,,,,,,,8,2,145,27
Leif Davis,https://fbref.com/req/202302030/images/headshots/8574c61f_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74114de.png,DF,LB,2.346,1587628,45209002,33.8111389150199,88.4795199155405,3,2,28.1,,,,,,148.0,47.0,45.0,27.0,,,,,,,,,,,,,,,,,,,,,1,1,11,4
Ben Johnson,https://fbref.com/req/202302030/images/headshots/9319781b_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74115de.png,DF,RB,0.996,1905153,45209002,16.1311311549478,67.1712163685118,3,3,13.6,,,,,,34.0,15.0,34.0,11.0,,,,,,,,,,,,,,,,,,,,,3,1,87,23
Harry Clarke,0,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74116de.png,DF,RB,0.733,635051,45209002,12.6868037172449,52.8287836314882,3,3,4.2,,,,,,5.0,5.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,5,2,135,33
Arijanet Muric,https://fbref.com/req/202302030/images/headshots/99aa1a84_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74117de.png,GK,GK,1.508,2222679,45209002,9.3894477708823,102.415573337487,4,0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,29.6,-1.6,76.0,70.0,2,2,38,38
Alex Palmer,https://fbref.com/req/202302030/images/headshots/6ea97fd5_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74118de.png,GK,GK,1.316,824480,45209002,8.32576897348111,90.8134773952105,4,0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,38.1,1.2,41.0,63.3,3,3,42,42
Christian Walton,https://fbref.com/req/202302030/images/headshots/c666574f_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74119de.png,GK,GK,2.573,1270102,45209002,15.289541100217,166.770949267302,4,0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,45.5,-1.0,38.0,57.6,1,1,19,19
Jamie Vardy,https://fbref.com/req/202302030/images/headshots/45963054_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b3.png,FW,ST,2.501,8890716,86433015,55.6783157054805,95.8676613687966,1,1,26.9,,,,,,,,,,11.0,,,,,,,3.0,7.0,104.0,9.4,-2.4,,,,,,,,,1,1,1,1
Patson Daka,https://fbref.com/req/202302030/images/headshots/ca45605e_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b4.png,FW,ST,0.658,4762884,86433015,14.015653973771,24.1323386312034,1,1,6.9,,,,,,,,,,6.0,,,,,,,0.0,1.0,33.0,1.3,-0.3,,,,,,,,,3,2,83,33
Stephy Mavididi,https://fbref.com/req/202302030/images/headshots/30144daa_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b5.png,FW,LW,1.808,635051,86433015,40.0124315057655,120.0,1,2,17.0,,,,,,,,,,39.0,,,,,,,1.0,4.0,134.0,1.8,2.2,,,,,,,,,2,1,6,1
Harry Winks,https://fbref.com/req/202302030/images/headshots/2f7acede_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b6.png,MF,CM,1.26,5715460,86433015,18.7637629545185,120.0,2,1,17.1,,,,,,,,,,13.0,,101.0,17.0,,39.0,1.5,,,,,,,,,,,,,,3,1,50,19
Bilal El Khannouss,https://fbref.com/req/202302030/images/headshots/f7042636_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b7.png,MF,CAM,1.932,2222679,86433015,26.5542355870363,66.0243645670079,2,2,19.4,,,,,,,,,,37.0,,110.0,29.0,,55.0,2.2,,,,,,,,,,,,,,1,1,22,8
Facundo Buonanotte,https://fbref.com/req/202302030/images/headshots/468a7a91_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b8.png,MF,CAM,1.514,1587628,86433015,21.7083761221666,53.9756354329921,2,2,15.5,,,,,,,,,,26.0,,49.0,23.0,,46.0,2.2,,,,,,,,,,,,,,2,2,41,16
Boubakary Soumaré,https://fbref.com/req/202302030/images/headshots/ae59b359_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b9.png,MF,CDM,2.236,5080409,86433015,6.92667851622496,26.5829063624871,2,3,20.2,,15.0,,24.0,86.9,,,,,,126.0,93.0,11.0,17.0,,,,,,,,,,,,,,,,6,3,120,35
Hamza Choudhury,https://fbref.com/req/202302030/images/headshots/7d2d3329_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b10.png,MF,CDM,3.269,3175256,86433015,12.3291520836148,47.3162850852528,2,3,1.5,,4.0,,5.0,85.7,,,,,,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,4,1,94,26
Oliver Skipp,https://fbref.com/req/202302030/images/headshots/6250083a_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b11.png,MF,CDM,1.441,3175256,86433015,2.76891812312238,10.6264338701359,2,3,9.5,,14.0,,8.0,84.2,,,,,,35.0,25.0,9.0,4.0,,,,,,,,,,,,,,,,7,4,126,38
Wilfred Ndidi,https://fbref.com/req/202302030/images/headshots/6b47c5db_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b12.png,MF,CDM,2.679,4762884,86433015,9.24351858433117,35.4743746821242,2,3,20.9,,41.0,,23.0,79.3,,,,,,107.0,58.0,14.0,39.0,,,,,,,,,,,,,,,,5,2,112,30
Caleb Okoli,https://fbref.com/req/202302030/images/headshots/8ec109e6_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b13.png,DF,CB,1.228,1587628,86433015,14.5709325351407,29.8971814367474,3,1,12.5,52.3,24.0,79.0,15.0,86.4,,,,,,,,,,,,,,,,,,,,,,,,,6,2,102,55
Conor Coady,https://fbref.com/req/202302030/images/headshots/2928dca2_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b14.png,DF,CB,1.008,4762884,86433015,13.101024890189,26.8811702480059,3,1,13.0,44.4,23.0,46.0,11.0,90.7,,,,,,,,,,,,,,,,,,,,,,,,,8,4,125,70
Jannik Vestergaard,https://fbref.com/req/202302030/images/headshots/1900032e_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b15.png,DF,CB,1.135,3810307,86433015,13.9495624852293,28.6222312524158,3,1,15.5,57.8,21.0,74.0,16.0,90.7,,,,,,,,,,,,,,,,,,,,,,,,,7,3,111,61
Wout Faes,https://fbref.com/req/202302030/images/headshots/9c221d14_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b16.png,DF,CB,1.571,3175256,86433015,16.8626521815881,34.5994170628309,3,1,25.3,57.1,42.0,146.0,25.0,86.9,,,,,,,,,,,,,,,,,,,,,,,,,4,1,75,36
James Justin,https://fbref.com/req/202302030/images/headshots/fb614c44_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b17.png,DF,LB,2.756,1905153,86433015,39.1806227532641,85.959762255228,3,2,28.1,,,,,,52.0,36.0,47.0,25.0,,,,,,,,,,,,,,,,,,,,,1,1,9,2
Luke Thomas,https://fbref.com/req/202302030/images/headshots/fc027d02_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b18.png,DF,LB,0.949,952577,86433015,15.5156049588564,34.040237744772,3,2,6.7,,,,,,17.0,2.0,19.0,2.0,,,,,,,,,,,,,,,,,,,,,5,2,94,21
Ricardo Pereira,https://fbref.com/req/202302030/images/headshots/75a72a99_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b19.png,DF,RB,1.165,5080409,86433015,18.3444062004679,47.4494120344133,3,3,2.4,,,,,,3.0,3.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,3,2,63,21
Woyo Coulibaly,0,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b20.png,DF,RB,1.906,1030600,86433015,28.0487660154409,72.5505879655867,3,3,1.2,,,,,,0.0,4.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,2,1,21,8
Mads Hermansen,https://fbref.com/req/202302030/images/headshots/c924b17d_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b21.png,GK,GK,2.18,635051,86433015,13.1123235617865,99.1171900331989,4,0,24.5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,39.9,3.1,108.0,64.1,2,2,26,26
